epoch,acc,loss,val_acc,val_loss
0,0.6433666666666666,0.9124123184363048,0.486875,1.4127974998950958
1,0.7853617872624208,0.6012569657789941,0.5325,1.216432613134384
2,0.8269756585528509,0.48975160569896614,0.386875,1.613250242471695
3,0.8554,0.41699187489350636,0.46,1.6884779804944992
4,0.8693666666666666,0.3793287358999252,0.508125,1.4085129684209823
5,0.8797599199733245,0.3558525825344789,0.56375,1.2641884940862655
6,0.8933311103740983,0.3232907320289224,0.541875,1.2258780986070632
7,0.8970333333333333,0.31400667841434476,0.526875,1.636339618265629
8,0.9060353451110634,0.290766249815199,0.4725,1.7502114576101304
9,0.9071666666666667,0.2821666232407093,0.539375,1.4598554795980454
10,0.9126333333333333,0.27194342127839727,0.565625,1.15633760035038
11,0.9166055351744178,0.2596910437352262,0.58375,1.183913503587246
12,0.9204068022634475,0.2465080292831464,0.598125,1.1497283314168454
13,0.9230666666666667,0.24300399424831073,0.42,2.1293540436029432
14,0.9252666666666667,0.23380448847611746,0.58375,1.3261664611101152
15,0.9289096365455152,0.22914681964246142,0.494375,1.3289515760540962
16,0.9289,0.22910946910381316,0.48625,1.745992431640625
17,0.9322440813564785,0.21929353747060992,0.60875,1.1421913090348244
18,0.9355451817272424,0.21001204982196223,0.538125,1.2724101302027702
19,0.9344,0.2123804396768411,0.515625,1.4605079233646392
20,0.9369789929976658,0.2102996938181504,0.478125,1.990140825510025
21,0.9374,0.20587192454338074,0.600625,1.3695986554026605
22,0.9390463487789527,0.1985515801637878,0.54875,1.720346727669239
23,0.9425666666666667,0.1922625418136517,0.535,1.3639581882953644
24,0.9409469823274424,0.19190178952835407,0.6875,0.8613168001174927
25,0.943,0.18947759848733742,0.524375,1.5289217495918275
26,0.9448333333333333,0.18305966149369876,0.4925,1.5233385562896729
27,0.9456152050683562,0.18412827346852798,0.635625,1.080404653996229
28,0.9472157385755515,0.17674239146864465,0.71,0.6970979288220406
29,0.9465,0.17689073393146196,0.580625,1.040303881764412
30,0.9492830943647883,0.17225187248579857,0.519375,1.5168654143810272
31,0.9493666666666667,0.17177536627948284,0.640625,1.1551201251149177
32,0.9497499166388796,0.16861860227509315,0.52625,1.8589155602455139
33,0.9482666666666667,0.17486242136160532,0.610625,1.175856013149023
34,0.9492830943647883,0.16962808821749076,0.44125,2.603051394820213
35,0.9526666666666667,0.16188619240025678,0.4925,1.571041652560234
36,0.9514838279386726,0.16346689026607755,0.6,1.1402234825491906
37,0.9538666666666666,0.15988382164537907,0.700625,0.9856130209565163
38,0.9528666666666666,0.15854394866625468,0.594375,1.8170427110791207
39,0.9553184394798266,0.15443719107037823,0.63,1.0574055695533753
40,0.9533,0.1578261940042178,0.610625,1.2553881783783436
41,0.9694564854911901,0.11495219505739514,0.64625,1.1476429387927056
42,0.9745,0.10105069418350855,0.5875,1.3183006742596626
43,0.9744248082694231,0.09597114268969838,0.62375,1.2396937081217765
44,0.9750583527842615,0.09279741157329492,0.6125,1.3032738590240478
45,0.9754,0.09205678587357204,0.65875,1.1034329754114152
46,0.9762254084694898,0.08894864881921109,0.6175,1.4206818336248397
47,0.9756,0.08809836043516794,0.629375,1.2466927413642406
48,0.9751250416765852,0.088345713488616,0.658125,1.1109595480561256
49,0.9761666666666666,0.0868454082896312,0.624375,1.2769575518369676
50,0.9773591197065689,0.08330692982561352,0.635625,1.3011839589476586
51,0.9779,0.0786772178530693,0.6125,1.3729224303364753
52,0.9780260086695565,0.08065474182590916,0.605625,1.311914919912815
53,0.9782666666666666,0.07958185457587243,0.60625,1.31778176933527
54,0.9812604201360717,0.075117134688178,0.619375,1.2728738044947385
55,0.9773333333333334,0.07986800158917903,0.6225,1.2703950345516204
56,0.9807602534178059,0.07272170544547632,0.61125,1.2669347783923148
57,0.9793333333333333,0.07664796973963578,0.61125,1.309160999506712
58,0.9798932977659219,0.07458314557832135,0.60625,1.3326064129173756
59,0.9806602200733577,0.07260586889240196,0.615,1.3248830837756396
60,0.9796333333333334,0.07587052759875854,0.60375,1.3607467046380044
61,0.9817333333333333,0.06999586084485054,0.60875,1.3710733315348624
62,0.9802,0.07345965031882128,0.615,1.3479875448346137
63,0.980760253413831,0.07119675400595778,0.626875,1.2576246792078019
64,0.9798333333333333,0.07382631780703862,0.6275,1.2781288315355779
65,0.9797599199733245,0.07460497979195208,0.625625,1.3054588943719865
66,0.9806602200733577,0.07389915502453474,0.62375,1.3292674791067838
67,0.9798666666666667,0.07252058590153854,0.616875,1.3370105011761189
68,0.9812937645842211,0.0719096290703494,0.596875,1.4064579105377197
69,0.9795931977286025,0.07413614200289625,0.596875,1.4041639626026154
70,0.9797333333333333,0.07474101593544086,0.608125,1.3422865501046182
71,0.9808666666666667,0.07136962928026915,0.59875,1.4283011966943742
72,0.9799333333333333,0.07270366939455271,0.60625,1.4122407579421996
73,0.9796932310770257,0.07514973491723437,0.621875,1.339981861114502
74,0.9794666666666667,0.07332160717050235,0.61375,1.404152565598488
75,0.9807935978659553,0.07261399396779976,0.62,1.333504928648472
76,0.9800933644508433,0.07452317185106179,0.60875,1.3522599515318872
77,0.9802666666666666,0.07364368810653686,0.6175,1.2940990245342254
78,0.9800666666666666,0.07333721642494202,0.61375,1.3466358445584774
