epoch,acc,loss,val_acc,val_loss
0,0.654618206070677,0.8944666800239794,0.35,3.348045196533203
1,0.8023666666666667,0.5614566114823023,0.395,2.8496253162622454
2,0.8502333333333333,0.43408745315472286,0.521875,1.609896491765976
3,0.8742247415805269,0.37773184958558437,0.44875,1.8969690704345703
4,0.893731243747916,0.32410180385846543,0.39375,2.6817495787143706
5,0.9000333333333334,0.304234128377835,0.540625,1.8733863991498947
6,0.9142047349076623,0.26991784923193496,0.5525,1.4740390169620514
7,0.9200333333333334,0.25739853960474335,0.634375,0.9321798828244209
8,0.9242414138006265,0.24404183335107896,0.554375,1.3597777840495109
9,0.9315,0.2220456112464269,0.481875,1.7511205238103866
10,0.9354666666666667,0.21525883406798044,0.52375,2.293552712798119
11,0.9358119373084625,0.2110389933780099,0.594375,1.5984078025817872
12,0.9432666666666667,0.1950966633448998,0.518125,1.84673969745636
13,0.9437145715238413,0.19094997479562642,0.683125,0.8785251009464264
14,0.9448333333333333,0.18490324007868766,0.544375,1.9465750002861022
15,0.9468489496459084,0.18214396250351306,0.53,1.7188340640068054
16,0.9499166388796265,0.17178379031827984,0.558125,1.9303453719615937
17,0.9527333333333333,0.16845653959711393,0.559375,2.2312616658210755
18,0.9543333333333334,0.16324888243476549,0.524375,2.0369459438323974
19,0.9553851283721504,0.15682580209287178,0.558125,1.757270520925522
20,0.9558852950983662,0.15559018118137438,0.5775,1.6423659268021584
21,0.9559333333333333,0.15622268126010894,0.565,2.0588849905133246
22,0.9571857285722171,0.15500053778693215,0.483125,2.2238083624839784
23,0.9604333333333334,0.1434608962247769,0.6225,1.8837487345933914
24,0.9613537845988399,0.14162444060307497,0.493125,2.149219786524773
25,0.9612,0.14200409406920275,0.564375,2.211700047850609
26,0.9777925975325108,0.09633457756670526,0.6525,1.2358522245287895
27,0.9791333333333333,0.08784632345438004,0.606875,1.6155909955501557
28,0.9808269423101297,0.08086137521084089,0.6125,1.5557342752814294
29,0.9836666666666667,0.07378060021499792,0.556875,1.868941478729248
30,0.9827942647549183,0.07218633026615029,0.648125,1.4274726697802544
31,0.982,0.07307217849393685,0.608125,1.651649525463581
32,0.9842280760253418,0.06718638409059538,0.60375,1.5545770558714866
33,0.9849,0.06479251326322555,0.623125,1.4655602830648422
34,0.9853617872624209,0.06376944762114566,0.53375,2.0700251990556717
35,0.9839333333333333,0.06447336199382941,0.608125,1.6697875410318375
36,0.9851950650216739,0.062004313624776694,0.59375,1.702746952176094
37,0.9855,0.05907632822195689,0.6025,1.771132813692093
38,0.9863,0.05760247035572926,0.600625,1.7142701202630997
39,0.9868289429809937,0.05656104049645054,0.616875,1.619285735487938
40,0.9869333333333333,0.05816187986284494,0.5975,1.7149161899089813
41,0.9870623541180393,0.05463463567450727,0.6,1.7498873662948609
42,0.9876292097365789,0.054000379063099596,0.620625,1.5614568078517914
43,0.9858,0.0594089577053984,0.6125,1.6118834568560123
44,0.9877333333333334,0.05433278194963932,0.595,1.7222203975915908
45,0.9873291097032344,0.0532394153563161,0.589375,1.7110986873507499
46,0.9876292097365789,0.05422936583576937,0.625,1.488661166727543
47,0.9873333333333333,0.05342091583261887,0.59375,1.7424136954545975
48,0.9877333333333334,0.05169846730033557,0.618125,1.6042964309453964
49,0.9870290096698899,0.05324670341674508,0.61625,1.6283801025152207
50,0.9875625208402801,0.052835202431005014,0.60875,1.652194444835186
51,0.9882,0.05107477147231499,0.609375,1.6294954043626786
52,0.9867,0.0550493058030804,0.614375,1.6795525187253952
53,0.987729243081027,0.05350494984588292,0.608125,1.676292206943035
54,0.9881,0.05175935002019008,0.606875,1.6510869324207307
55,0.9877251501000667,0.05285025672537285,0.59875,1.6708993378281594
56,0.9874333333333334,0.05179408449778954,0.59,1.7438380974531174
