epoch,acc,loss,val_acc,val_loss
0,0.5273892773892774,1.1735950190148432,0.326875,2.0489748668670655
1,0.6236888111888111,0.9401270063607009,0.241875,2.3947097623348235
2,0.6773018648018648,0.8389253059884051,0.42875,1.4626122105121613
3,0.7208624708624709,0.7484291291042363,0.384375,1.765137609243393
4,0.7457750582750583,0.6758074763910475,0.348125,1.6222234523296357
5,0.7701048951048951,0.6193162977764934,0.555,1.536950203180313
6,0.7916666666666666,0.5795730337813184,0.41375,1.4493420600891114
7,0.7937062937062938,0.5562927624458199,0.31125,2.4900561594963073
8,0.8149766899766899,0.514320622929882,0.20375,2.6812794160842897
9,0.8235722610722611,0.49754482094363456,0.435,1.7103339624404907
10,0.8349358974358975,0.4714671569097014,0.46625,2.4935747313499452
11,0.8375582750582751,0.4585780736171838,0.47125,1.479923775792122
12,0.8423659673659674,0.45106462839044337,0.461875,1.9311078101396562
13,0.8522727272727273,0.43049298973628136,0.510625,1.7163569605350495
14,0.8551864801864801,0.41129145465600186,0.461875,2.319450309276581
15,0.8613053613053613,0.4053693468702006,0.46375,1.4174193722009658
16,0.8563519813519813,0.4049781322097167,0.476875,1.9597011238336564
17,0.8701923076923077,0.3691987079374996,0.51875,1.6035881727933883
18,0.8678613053613053,0.3817285334209462,0.51375,1.6282877820730208
19,0.8784965034965035,0.3575698120437024,0.535625,1.43041434943676
20,0.8728146853146853,0.36394641645652154,0.62,1.1588684669137002
21,0.8806818181818182,0.3567524524210216,0.50125,1.5647143524885179
22,0.8841783216783217,0.349083607139322,0.5725,1.2708471846580505
23,0.8814102564102564,0.34656990345541416,0.5025,1.6511670690774918
24,0.8780594405594405,0.35102078678099424,0.59,1.1061682295799256
25,0.8892773892773893,0.32020564032566573,0.585625,1.1509550845623016
26,0.8974358974358975,0.31187927305246843,0.506875,1.9500015872716903
27,0.8971445221445221,0.3143281126286322,0.309375,2.478421642780304
28,0.8923368298368298,0.315672536048439,0.31375,2.6668813836574556
29,0.8936480186480187,0.3190552582291317,0.505,1.8507339066267015
30,0.9026806526806527,0.3027323789130419,0.533125,1.4434829831123352
31,0.8999125874125874,0.307496418928975,0.633125,1.15840296626091
32,0.8977272727272727,0.3037965811424322,0.531875,1.5915018427371979
33,0.9003496503496503,0.30547042632158544,0.539375,1.6606327599287034
34,0.9026806526806527,0.28788128502163296,0.53875,1.4853491336107254
35,0.9077797202797203,0.276908673463272,0.264375,2.2858050656318665
36,0.9141899766899767,0.2836761283916193,0.46,1.528139044046402
37,0.9268648018648019,0.23812165230269478,0.56625,1.3026671779155732
38,0.930506993006993,0.22352628984720835,0.554375,1.360114300251007
39,0.9321095571095571,0.21934469620369393,0.6025,1.2307990345358848
40,0.9434731934731935,0.188703271097966,0.62375,1.1687929785251618
41,0.9409965034965035,0.19047823893926638,0.610625,1.2044053474068641
42,0.9398310023310024,0.19144762700341103,0.583125,1.3436674872040748
43,0.9393939393939394,0.19460008679378976,0.565,1.4302287131547928
44,0.9402680652680653,0.1961221948509172,0.62,1.1896138447523117
45,0.9447843822843823,0.1853984392580244,0.5525,1.4778060948848724
46,0.9379370629370629,0.19874392182399064,0.623125,1.2321816235780716
47,0.9487179487179487,0.17663873722103787,0.606875,1.3032203489542007
48,0.9411421911421911,0.19586482960600538,0.621875,1.2514792264997958
49,0.9446386946386947,0.1865583527355622,0.6125,1.2228459239006042
50,0.9476981351981352,0.17793526284674527,0.6275,1.2293875652551651
51,0.9421620046620046,0.18662513643155842,0.614375,1.2386643297970295
52,0.9463869463869464,0.17879747685331565,0.634375,1.2153684988617897
53,0.9458041958041958,0.1774242645550719,0.6125,1.2459732720255852
54,0.9462412587412588,0.1751245967870131,0.619375,1.2367395144701003
